Ind#,TDose,T1 Pos1,T1 Pos1,T1 Pos3,T2 Pos1,T2 Pos2,T2 Pos3,V Pre,DCE 1,DCE 2,DCE 3,T2w Pos1,T2w Pos2,T2w Pos3
245,2.0131,242,185,287,19.2,14.7,51.6,211,468,534,518,49,32,-26
246,5.9941,200,169,181,4.9,6.4,17.2,208,444,489,480,12,-4,-11
247,226.79,113,94,85,3.9,7,18.3,206,420,470,473,-8,-37,-2
248,14311,-12,-27,-71,-0.3,2.9,17.1,182,388,426,443,-20,-26,-18
249,0.9547,249,208,272,23.2,21.4,46.3,197,483,555,558,18,18,-18
250,4.0532,165,170,175,2,4.7,11.2,197,445,511,516,-29,-32,-18
251,130.39,66,73,61,-1,1.6,13.2,196,415,460,470,-10,-36,8
252,4428.5,-68,-69,-146,-3.5,-2.2,13.7,177,377,422,457,-32,-26,-34
253,5.1106,122,159,159,9.3,12,10.9,197,445,511,516,-20,-32,-19
254,29.084,27,62,40,-2.3,0.4,4.5,196,415,460,470,-12,-1,-25
255,24.597,-100,-70,-158,-12.6,-11,-6.6,177,377,422,457,-19,-29,-35
256,4.1767,220,217,309,27.5,33.4,-3.3,166,324,382,395,-51,-47,-49
257,4.7222,187,213,362,22.3,23.1,2,164,353,419,433,-74,-84,-31
258,2.1771,170,241,263,9.8,14.3,18.4,175,422,463,482,-43,-57,-49
259,2.5705,203,268,287,14.2,20.3,31.3,202,480,532,521,-37,-44,-22
260,7.0145,187,201,295,6.5,12.5,12.7,199,413,445,424,-38,-70,-28
261,162.48,101,111,163,-8.3,-2,-6.7,191,372,389,374,-19,-48,-30
262,4.3546,136,123,160,19.8,20.1,-7.8,166,265,317,328,-27,-55,-16
263,7.034,161,145,211,16,19.9,0.2,157,310,400,417,-101,-114,-36
264,3.3217,145,137,222,4.9,14.7,25.6,176,290,367,386,-56,-87,-38
265,4.071,144,150,275,1.2,12.3,22.8,209,480,544,533,44,58,-61
266,16.984,163,169,311,5.3,8.6,10.2,198,550,581,549,-58,-70,-24
267,356.95,108,105,156,1.4,3.4,8.8,195,462,472,457,-27,-57,-14
268,22807,15,3,-44,-7.8,-4.6,4.6,195,399,445,443,75,22,-59
269,3.0292,84,52,44,5.3,13.7,-5,166,265,317,328,-34,-66,-22
270,45.195,132,94,99,2.6,13.1,-2.5,157,310,400,417,-136,-167,-29
271,80.806,168,137,188,10.2,20.5,28.7,176,290,367,386,-78,-124,-37
272,8.2196,164,158,258,8.8,18.9,24.1,209,480,544,533,93,67,-59
273,46.398,116,141,231,2.9,4.6,7.5,198,550,581,549,-61,-67,-17
274,1456.1,57,72,85,-0.6,-1.8,9.4,195,462,472,457,-33,-39,-27
275,47989,-16,-21,-74,-5.3,-5.5,11.7,195,399,445,443,48,22,-56
276,2.7487,54,26,-41,-2,10.1,6.3,168,283,354,348,-80,-81,-38
277,12.324,96,62,-17,-2.9,9,5.9,161,336,436,438,-134,-187,-32
278,9.7654,190,162,152,12.7,21.5,24.1,173,368,443,449,-76,-116,-53
279,16.436,204,197,254,16.4,25.5,23.5,190,559,626,604,77,20,-31
280,73.467,98,127,168,5.5,8.2,11.6,189,535,588,558,-43,-58,-15
281,2093,14,35,17,-1.8,-2.3,10.1,187,450,478,466,-18,-60,-18
282,77940,-49,-51,-101,-7.8,-8.4,11.9,186,418,459,475,42,27,-66
283,1.8367,57,28,-133,4.9,7.7,23.9,161,336,436,438,-77,-130,-43
284,5.2201,198,153,82,13.6,23.7,8.8,173,368,443,449,-22,-55,-51
285,20.228,269,254,257,10.4,27.4,6.8,190,559,626,604,52,40,-39
286,81.667,137,148,172,7.8,20.8,20.2,189,535,588,558,-50,-76,-1
287,1966.8,20,31,35,3.3,9.4,18.2,187,450,478,466,-15,-55,-16
288,1.491e+05,-53,-43,-54,-6,-3,7.1,186,418,459,475,0,-27,-29
289,4.1082,190,132,47,14.9,29.4,4.7,179,680,720,713,1,-36,-26
290,17.48,264,232,203,10,29.2,2.9,181,728,774,752,20,32,-44
291,93.409,155,164,168,4,17,16.1,192,497,548,537,-48,-59,-8
292,2335.6,41,60,59,4.2,9.9,16.8,193,444,480,487,-26,-26,-19
293,2.2584e+05,-28,-1,4,-1.2,0.7,5.7,185,441,496,514,-20,-37,-33
294,3.7954,181,123,45,12.4,28.5,2.2,179,680,720,713,-65,-86,-24
295,17.362,232,199,137,14.1,29.7,5.8,181,728,774,752,22,0,-15
296,118.57,160,178,133,2,10.9,10.3,192,497,548,537,-61,-77,-3
297,2892.4,69,98,82,1.2,5.5,9.5,193,444,480,487,-8,-16,-12
298,2.0484e+05,3,41,55,0.099998,0.6,2.6,185,441,496,514,-12,-13,-56
299,2.601,159,128,115,-3.2,6.8,2.7,187,767,764,759,-66,-86,-30
300,22.178,173,145,93,10.4,17.4,17,190,705,709,705,29,2,-9
301,113.53,158,176,66,8.2,12.4,10.1,189,505,502,518,-64,-82,-17
302,3231.6,120,147,97,-4.1,2.1,-4,194,484,485,512,1,-27,-13
303,2.2387e+05,52,70,89,-11.2,-4.4,-8.9,185,445,498,516,14,-23,-26
304,1.4857,148,130,166,-3.5,2,13.8,187,767,764,759,-77,-108,-27
305,8.91,176,139,129,5.7,10.4,25.6,190,705,709,705,55,58,-37
306,48.837,168,165,83,11.1,16.7,15.4,189,505,502,518,-59,-70,-27
307,2053.4,137,148,103,-1.1,7.8,-0.8,194,484,485,512,-15,-39,-10
308,3.4286e+05,68,64,90,-13.9,-2.7,-10.5,185,445,498,516,45,-3,-11
309,0.7432,147,126,224,6.1,5.5,32.5,198,591,648,638,-67,-107,-28
310,3.4575,200,145,190,6.1,7.4,35.9,203,573,615,609,81,77,-27
311,14.298,198,167,123,11.4,16.1,19.9,187,490,523,535,-82,-97,-18
312,359.93,150,137,111,4.5,12.6,7.7,190,484,525,535,-22,-28,-31
313,1.0656e+05,64,46,66,-8.8,2.8,-2.9,168,413,493,506,38,22,-30
314,1.3011,242,185,287,19.2,14.7,51.6,203,573,615,609,59,41,-11
